"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"INTC","Intel Corporation","44.49","203052360000","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/intc",
"LINK","Interlink Electronics, Inc.","2.04","13224879.36","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/link",
"IMI","Intermolecular, Inc.","1.06","52737666.96","n/a","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","4.64","118378064.96","n/a","1999","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/inap",
"IIJI","Internet Initiative Japan, Inc.","11.22","19256684.04","1716282","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/iiji",
"INTX","Intersections, Inc.","3.6702","89656548.4692","n/a","2004","Technology","EDP Services","https://www.nasdaq.com/symbol/intx",
"IVAC","Intevac, Inc.","5.34","121829392.62","n/a","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ivac",
"INTU","Intuit Inc.","188.52","48927588723.36","n/a","1993","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/intu",
"IPAS","iPass Inc.","2.03","16154715.64","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/ipas",
"IPGP","IPG Photonics Corporation","108.6","5799258570.6","n/a","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/ipgp",
"JCOM","j2 Global, Inc.","66.96","3300347514.24","n/a","1999","Technology","Telecommunications Equipment","https://www.nasdaq.com/symbol/jcom",
"JKHY","Jack Henry & Associates, Inc.","121.23","9370875091.14","n/a","1985","Technology","EDP Services","https://www.nasdaq.com/symbol/jkhy",
"JMU","JMU Limited","0.666","1607480.244","2413634","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/jmu",
"KELYA","Kelly Services, Inc.","20.45","794828800.3","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","22.01","855461217.34","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/kelyb",
"KTCC","Key Tronic Corporation","5.69","61222579.2","n/a","1983","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ktcc",
"KFRC","Kforce, Inc.","29.99","781696277.69","n/a","1995","Technology","Professional Services","https://www.nasdaq.com/symbol/kfrc",
"KE","Kimball Electronics, Inc.","15.04","395311179.52","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/ke",
"KOPN","Kopin Corporation","1.05","76792015.65","n/a","1992","Technology","Semiconductors","https://www.nasdaq.com/symbol/kopn",
"KLIC","Kulicke and Soffa Industries, Inc.","19.12","1284327932.56","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/klic",
"KVHI","KVH Industries, Inc.","10.55","187129897.05","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/kvhi",
"LRCX","Lam Research Corporation","131.63","20426712753.78","n/a","1984","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lrcx",
"LTRX","Lantronix, Inc.","2.86","62913830.98","n/a","2000","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/ltrx",
"LSCC","Lattice Semiconductor Corporation","6.81","882065542.83","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/lscc",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","14.82","1112390015.1","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ltrpa",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","15.32","1149920042.6","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ltrpb",
"LPTH","LightPath Technologies, Inc.","1.51","38934557.25","n/a","1996","Technology","Semiconductors","https://www.nasdaq.com/symbol/lpth",
"LECO","Lincoln Electric Holdings, Inc.","76.02","4899157020.66","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/leco",
"LPSN","LivePerson, Inc.","18.04","1144018921.32","n/a","2000","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/lpsn",
"LOGI","Logitech International S.A.","29.23","4842540092.15","n/a","1997","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","79.86","4088832000","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/logm",
"LORL","Loral Space and Communications, Inc.","37.3","1153791612.3","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/lorl",
"MTSI","MACOM Technology Solutions Holdings, Inc.","14.14","921819927.98","n/a","2012","Technology","Semiconductors","https://www.nasdaq.com/symbol/mtsi",
"MGIC","Magic Software Enterprises Ltd.","7.68","374457569.28","n/a","1991","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mgic",
"MNGA","MagneGas Applied Technology Solutions, Inc.","0.2497","34389315.2416","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mnga",
"MAMS","MAM Software Group, Inc.","7.73","97204811.84","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mams",
"MANH","Manhattan Associates, Inc.","41.19","2692939138.11","n/a","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/manh",
"MNTX","Manitex International, Inc.","6.25","122638687.5","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mntx",
"MRIN","Marin Software Incorporated","5.32","30813440","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mrin",
"MRVL","Marvell Technology Group Ltd.","15.77","10367198000","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/mrvl",
"MTCH","Match Group, Inc.","41.12","11434901706.72","n/a","2015","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/mtch",
"MTLS","Materialise NV","19.9","337107393","16940070","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtls",
"MXIM","Maxim Integrated Products, Inc.","47.95","13285164856.25","n/a","1988","Technology","Semiconductors","https://www.nasdaq.com/symbol/mxim",
"MGRC","McGrath RentCorp","48.64","1175917721.6","n/a","1984","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","2.7","134824756.5","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/mdca",
"MTBC","Medical Transcription Billing, Corp.","3.95","46727544.1","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbc",
"MTBCP","Medical Transcription Billing, Corp.","25.9","24068844.1","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbcp",
"MDSO","Medidata Solutions, Inc.","62.99","3854386571.48","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdso",
"MLNX","Mellanox Technologies, Ltd.","84.45","4519826577.45","n/a","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/mlnx",
"MCHP","Microchip Technology Incorporated","66.32","15685320916.48","n/a","1993","Technology","Semiconductors","https://www.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","31","34752451079","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/mu",
"MSFT","Microsoft Corporation","97.4","747663704886.4","n/a","1986","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","126.57","1451428058.58","n/a","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mstr",
"MIME","Mimecast Limited","31.89","1915422431.91","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mime",
"MNDO","MIND C.T.I. Ltd.","2.39","46144729.02","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mndo",
"MB","MINDBODY, Inc.","36.5","1750118388.5","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/mb",
"MIND","Mitcham Industries, Inc.","3.21","38903270.79","n/a","1994","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mind",
"MINDP","Mitcham Industries, Inc.","22.4172","0","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mindp",
"MITK","Mitek Systems, Inc.","10.67","411391485.01","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/mitk",
"MOBL","MobileIron, Inc.","4.42","466551751.9","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mobl",
"MOMO","Momo Inc.","24.03","3706633940.04","154250268","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/momo",
"MDB","MongoDB, Inc.","75.89","4067973561.28","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdb",
"MPWR","Monolithic Power Systems, Inc.","108.61","4606367320","n/a","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/mpwr",
"TYPE","Monotype Imaging Holdings Inc.","15.53","645154869.7","n/a","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/type",
"MOSY","MoSys, Inc.","0.17","7288566.23","n/a","2001","Technology","Semiconductors","https://www.nasdaq.com/symbol/mosy",
"MOXC","Moxian, Inc.","0.35","23575027.7","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/moxc",
"MTEC","MTech Acquisition Corp.","10.1","75055625","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/mtec",
"MTECU","MTech Acquisition Corp.","10.58","0","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/mtecu",
"MTECW","MTech Acquisition Corp.","0.6","0","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/mtecw",
"MYSZ","My Size, Inc.","0.84","25076006.76","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mysz",
"NNDM","Nano Dimension Ltd.","1.18","10946498.92","9276694","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/nndm",
"NH","NantHealth, Inc.","0.6056","66307917.3512","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/nh",
"NATI","National Instruments Corporation","42.71","5656196089.74","n/a","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nati",
"NETE","Net Element, Inc.","6.1","23564415.9","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/nete",
"NTAP","NetApp, Inc.","57.48","14478405095.76","n/a","1995","Technology","Electronic Components","https://www.nasdaq.com/symbol/ntap",
"NTCT","NetScout Systems, Inc.","22.93","1781769321.32","n/a","1999","Technology","EDP Services","https://www.nasdaq.com/symbol/ntct",
"NTWK","NetSol Technologies Inc.","6.1","71933396","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ntwk",
"NXGN","NextGen Healthcare, Inc.","15.15","979726775.1","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/nxgn",
"NICE","NICE Ltd","104.96","4416302417.92","42076052","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/nice",
"LASR","nLIGHT, Inc.","16.71","611115797.31","n/a","2018","Technology","Semiconductors","https://www.nasdaq.com/symbol/lasr",
"NUAN","Nuance Communications, Inc.","13.35","3837180527.55","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nuan",
"NTNX","Nutanix, Inc.","40.39","7235340239.19","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ntnx",
"NVEC","NVE Corporation","86.42","418619344.2","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/nvec",
"NVDA","NVIDIA Corporation","127.99","78073900000","n/a","1999","Technology","Semiconductors","https://www.nasdaq.com/symbol/nvda",
"NXPI","NXP Semiconductors N.V.","71.97","21267261595.23","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/nxpi",
"OIIM","O2Micro International Limited","1.505","50227105.46","33373492","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/oiim",
"OKTA","Okta, Inc.","59.56","6577724445.44","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/okta",
"OMCL","Omnicell, Inc.","58.88","2333192481.28","n/a","2001","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/omcl",
"ON","ON Semiconductor Corporation","15.65","6587540649.75","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/on",
"OTIV","On Track Innovations Ltd","0.7099","29314878.2323","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/otiv",
"OSS","One Stop Systems, Inc.","2.09","29644909.03","n/a","2018","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/oss",
"OSPN","OneSpan Inc.","12.4","499179112","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ospn",
"OTEX","Open Text Corporation","31.45","8444790994.65","n/a","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/otex",
"OSIS","OSI Systems, Inc.","70.6","1281610483.8","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/osis",
"PFIN","P & F Industries, Inc.","7.836","28117064.676","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pfin",
"TEUM","Pareteum Corporation","1.84","179661211.92","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/teum",
"PCYG","Park City Group, Inc.","6.52","129124688","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/pcyg",
"PCTY","Paylocity Holding Corporation","57.31","3025887880.62","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/pcty",
"PCTI","PC-Tel, Inc.","4.32","79213865.76","n/a","1999","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/pcti",
"PDFS","PDF Solutions, Inc.","8.72","281434014.96","n/a","2001","Technology","EDP Services","https://www.nasdaq.com/symbol/pdfs",
"PEGA","Pegasystems Inc.","46.73","3677681421.23","n/a","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/pega",
"PRFT","Perficient, Inc.","21.92","727344749.12","n/a","1999","Technology","EDP Services","https://www.nasdaq.com/symbol/prft",
"PERI","Perion Network Ltd","2.79","72443820.33","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/peri",
"PLAB","Photronics, Inc.","9.47","634373869.39","n/a","1987","Technology","Semiconductors","https://www.nasdaq.com/symbol/plab",
"PHUN","Phunware, Inc.","26.676","105671292.012","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/phun",
"PHUNW","Phunware, Inc.","0.3901","0","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/phunw",
"PXLW","Pixelworks, Inc.","3.11","113847412.35","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/pxlw",
"PLXS","Plexus Corp.","50.45","1574995876.15","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/plxs",
"PS","Pluralsight, Inc.","22.71","3067460366.1","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ps",
"PNTR","Pointer Telocation Ltd.","12.38","100674011.44","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/pntr",
"POWI","Power Integrations, Inc.","56.07","1644504616.44","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/powi",
"PSDO","Presidio, Inc.","13","1070193423","n/a","2017","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/psdo",
"IPDN","Professional Diversity Network, Inc.","1.33","6459740.84","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ipdn",
"PRGS","Progress Software Corporation","33.77","1516361038.39","n/a","1991","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/prgs",
"PFPT","Proofpoint, Inc.","81.81","4470746498.82","n/a","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/pfpt",
"PTC","PTC Inc.","78.16","9275656758.4","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ptc",
"QADA","QAD Inc.","38.98","765049389.68","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","29.5","578988122","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qadb",
"QRVO","Qorvo, Inc.","55.64","6949716036.12","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/qrvo",
"QCOM","QUALCOMM Incorporated","55.7","67517456040.2","n/a","1991","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/qcom",
"QBAK","Qualstar Corporation","5.7847","11847748.1946","n/a","2000","Technology","Electronic Components","https://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","69.55","2738821134.4","n/a","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qlys",
"QTNA","Quantenna Communications, Inc.","13.75","514178362.5","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/qtna",
"QRHC","Quest Resource Holding Corporation.","1.5126","23163023.1258","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/qrhc",
"QUIK","QuickLogic Corporation","0.8499","80902855.5471","n/a","1999","Technology","Semiconductors","https://www.nasdaq.com/symbol/quik",
"QUMU","Qumu Corporation","1.99","18961521.97","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qumu",
"RDCM","Radcom Ltd.","7.83","106811574.75","n/a","1997","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/rdcm",
"RMBS","Rambus, Inc.","7.83","849562336.71","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/rmbs",
"RPD","Rapid7, Inc.","29.51","1396551011.7","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rpd",
"RCMT","RCM Technologies, Inc.","3.37","42886545.86","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/rcmt",
"RNWK","RealNetworks, Inc.","2.405","90560388.035","n/a","1997","Technology","EDP Services","https://www.nasdaq.com/symbol/rnwk",
"RP","RealPage, Inc.","47.27","4439202041.05","n/a","2010","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rp",
"RDVT","Red Violet, Inc.","7.14","73303616.82","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rdvt",
"RCII","Rent-A-Center Inc.","16.32","873360246.72","n/a","1995","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/rcii",
"RESN","Resonant Inc.","1.44","39010885.92","n/a","2014","Technology","Semiconductors","https://www.nasdaq.com/symbol/resn",
"RBBN","Ribbon Communications Inc. ","4.95","527271059.7","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/rbbn",
"RBCN","Rubicon Technology, Inc.","7.87","21577171.13","n/a","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/rbcn",
"RMBL","RumbleOn, Inc.","5.66","104530527.06","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/rmbl",
"SABR","Sabre Corporation","20.85","5740271775.75","n/a","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sabr",
"SFET","Safe-T Group Ltd.","2.65","1154801.1","435774","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sfet",
"SANM","Sanmina Corporation","23.25","1587155112","n/a","1993","Technology","Electrical Products","https://www.nasdaq.com/symbol/sanm",
"SPNS","Sapiens International Corporation N.V.","10.99","548296210.35","n/a","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/spns",
"SCSC","ScanSource, Inc.","33.43","856064207.52","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/scsc",
"SGMS","Scientific Games Corp","17.56","1610364717.64","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/sgms",
"SEAC","SeaChange International, Inc.","1.39","49698906.51","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/seac",
"STX","Seagate Technology PLC","36.52","10452076479.24","n/a","2002","Technology","Electronic Components","https://www.nasdaq.com/symbol/stx",
"SCWX","SecureWorks Corp.","16.28","1330113346.32","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/scwx",
"LEDS","SemiLEDS Corporation","2.81","10001604.9","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/leds",
"SMTC","Semtech Corporation","43.11","2837021592.78","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/smtc",
"SGOC","SGOCO Group, Ltd","1.01","76262373","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sgoc",
"SHSP","SharpSpring, Inc.","12.805","109988214.57","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shsp",
"PIXY","ShiftPixy, Inc.","1.56","45819270.12","n/a","2017","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/pixy",
"SSTI","ShotSpotter, Inc.","30.3","327898934.1","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ssti",
"SWIR","Sierra Wireless, Inc.","13.58","489530930.14","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/swir",
"SIFY","Sify Technologies Limited","1.4401","36718136.0935","25496935","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sify",
"SGMA","SigmaTron International, Inc.","2.5","10575020","n/a","1994","Technology","Electrical Products","https://www.nasdaq.com/symbol/sgma",
"SILC","Silicom Ltd","34.7","262041109.9","n/a","n/a","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/silc",
"SLAB","Silicon Laboratories, Inc.","74.38","3209377545.72","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","33.13","1195082653.86","36072522","2005","Technology","Semiconductors","https://www.nasdaq.com/symbol/simo",
"SLP","Simulations Plus, Inc.","18.92","329590127.24","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/slp",
"SINA","Sina Corporation","53.3","3809375944.4","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sina",
"SWKS","Skyworks Solutions, Inc.","60.72","10779742736.4","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/swks",
"SGH","SMART Global Holdings, Inc.","29.07","662242594.41","n/a","2017","Technology","Semiconductors","https://www.nasdaq.com/symbol/sgh",
"SMSI","Smith Micro Software, Inc.","1.87","52859129.18","n/a","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/smsi",
"SMTX","SMTC Corporation","4.8","110790134.4","n/a","2000","Technology","Electrical Products","https://www.nasdaq.com/symbol/smtx",
"SRAX","Social Reality, Inc.","2.02","20469326.6","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/srax",
"SCKT","Socket Mobile, Inc.","1.55","9118818.95","n/a","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/sckt",
"SOHU","Sohu.com Limited ","16.53","653481118.14","39533038","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/sohu",
"SEDG","SolarEdge Technologies, Inc.","35.5","1624180557.5","n/a","2015","Technology","Semiconductors","https://www.nasdaq.com/symbol/sedg",
"ANY","Sphere 3D Corp.","3.27","6422342.13","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/any",
"SPI","SPI Energy Co., Ltd.","0.887","6440216.064","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spi",
"SPLK","Splunk Inc.","100.81","14898007455.92","n/a","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/splk",
"SPSC","SPS Commerce, Inc.","79.94","1412110042.56","n/a","2010","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/spsc",
"SSNC","SS&C Technologies Holdings, Inc.","43.37","10872199168.82","n/a","2010","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ssnc",
"STAF","Staffing 360 Solutions, Inc.","1.7351","8701557.7318","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/staf",
"STNE","StoneCo Ltd.","18.56","5142477274.24","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/stne",
"SSYS","Stratasys, Ltd.","17.96","966427600","n/a","1994","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ssys",
"STRM","Streamline Health Solutions, Inc.","0.9397","18914002.5091","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/strm",
"WISA","Summit Wireless Technologies, Inc.","3.29","50555215.83","n/a","2018","Technology","Semiconductors","https://www.nasdaq.com/symbol/wisa",
"SPWR","SunPower Corporation","5.04","711068526","n/a","2005","Technology","Semiconductors","https://www.nasdaq.com/symbol/spwr",
"SPCB","SuperCom, Ltd.","1.43","21390424.77","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","1.44","4709676.96","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/scon",
"SPRT","support.com, Inc.","2.46","46526799.18","n/a","2000","Technology","EDP Services","https://www.nasdaq.com/symbol/sprt",
"SVMK","SVMK Inc.","11.72","1465924614.24","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/svmk",
"SYKE","Sykes Enterprises, Incorporated","24.67","1055417113.33","n/a","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/syke",
"SYMC","Symantec Corporation","18.58","11870547196.62","n/a","1989","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/symc",
"SYNC","Synacor, Inc.","1.55","60450469.65","n/a","2012","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sync",
"SYNA","Synaptics Incorporated","35.02","1212346874","n/a","2002","Technology","Semiconductors","https://www.nasdaq.com/symbol/syna",
"SNCR","Synchronoss Technologies, Inc.","6.2","263340976.2","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/sncr",
"SNPS","Synopsys, Inc.","81.11","12127162623.32","n/a","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/snps",
"TTWO","Take-Two Interactive Software, Inc.","99.15","11290416236.25","n/a","1997","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ttwo",
"TLND","Talend S.A.","37.2","1109791245.6","29833098","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tlnd",
"TAOP","Taoping Inc.","1.27","51765407.01","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/taop",
"TECD","Tech Data Corporation","81.09","3026096834.04","n/a","1986","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/tecd",
"TCCO","Technical Communications Corporation","2.7","4992367.5","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/tcco",
"TENB","Tenable Holdings, Inc.","20.55","1912480797.45","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tenb",
